center,left,right,steering,throttle,reverse,speed
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_21_796.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_21_796.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_21_796.jpg,0,1,0,30.18651
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_21_868.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_21_868.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_21_868.jpg,0,1,0,30.18962
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_21_935.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_21_935.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_21_935.jpg,0,1,0,30.19007
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_22_005.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_22_005.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_22_005.jpg,0,1,0,30.19027
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_22_073.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_22_073.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_22_073.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_22_143.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_22_143.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_22_143.jpg,0,1,0,30.19031
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_22_213.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_22_213.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_22_213.jpg,0,1,0,30.19023
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_22_283.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_22_283.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_22_283.jpg,0,1,0,30.19028
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_22_355.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_22_355.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_22_355.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_22_424.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_22_424.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_22_424.jpg,0,1,0,30.1903
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_22_495.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_22_495.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_22_495.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_22_568.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_22_568.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_22_568.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_22_640.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_22_640.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_22_640.jpg,0,1,0,30.19028
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_22_715.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_22_715.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_22_715.jpg,0,1,0,30.19024
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_22_787.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_22_787.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_22_787.jpg,0,1,0,30.19014
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_22_860.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_22_860.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_22_860.jpg,0,1,0,30.1903
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_22_934.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_22_934.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_22_934.jpg,0,1,0,30.19035
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_23_008.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_23_008.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_23_008.jpg,0.15,1,0,30.18423
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_23_084.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_23_084.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_23_084.jpg,0,1,0,30.19016
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_23_157.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_23_157.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_23_157.jpg,0,1,0,30.19011
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_23_231.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_23_231.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_23_231.jpg,0,1,0,30.19014
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_23_305.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_23_305.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_23_305.jpg,0,1,0,30.19017
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_23_383.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_23_383.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_23_383.jpg,0,1,0,30.19054
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_23_456.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_23_456.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_23_456.jpg,0,1,0,30.19034
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_23_528.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_23_528.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_23_528.jpg,0,1,0,30.19028
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_23_604.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_23_604.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_23_604.jpg,0,1,0,30.19058
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_23_678.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_23_678.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_23_678.jpg,0,1,0,30.1904
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_23_747.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_23_747.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_23_747.jpg,0,1,0,30.19034
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_23_824.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_23_824.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_23_824.jpg,0,1,0,30.19032
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_23_896.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_23_896.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_23_896.jpg,0,1,0,30.19035
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_23_969.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_23_969.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_23_969.jpg,0,1,0,30.19034
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_24_040.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_24_040.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_24_040.jpg,0,1,0,30.19036
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_24_114.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_24_114.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_24_114.jpg,0,1,0,30.19035
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_24_186.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_24_186.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_24_186.jpg,0,1,0,30.19035
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_24_258.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_24_258.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_24_258.jpg,0,1,0,30.19034
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_24_328.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_24_328.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_24_328.jpg,0,1,0,30.19034
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_24_404.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_24_404.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_24_404.jpg,0,1,0,30.19035
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_24_476.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_24_476.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_24_476.jpg,0,1,0,30.19035
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_24_549.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_24_549.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_24_549.jpg,0,1,0,30.19034
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_24_626.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_24_626.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_24_626.jpg,0,1,0,30.19035
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_24_696.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_24_696.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_24_696.jpg,0,1,0,30.19037
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_24_767.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_24_767.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_24_767.jpg,0,1,0,30.19067
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_24_840.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_24_840.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_24_840.jpg,0,1,0,30.19072
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_24_917.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_24_917.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_24_917.jpg,0,1,0,30.18998
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_24_992.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_24_992.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_24_992.jpg,0,1,0,30.19061
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_25_066.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_25_066.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_25_066.jpg,0,1,0,30.19019
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_25_140.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_25_140.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_25_140.jpg,-0.05,1,0,30.18949
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_25_215.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_25_215.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_25_215.jpg,0,1,0,30.18719
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_25_289.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_25_289.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_25_289.jpg,0,1,0,30.19011
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_25_362.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_25_362.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_25_362.jpg,0,1,0,30.19028
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_25_436.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_25_436.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_25_436.jpg,0,1,0,30.19031
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_25_510.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_25_510.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_25_510.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_25_581.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_25_581.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_25_581.jpg,0,1,0,30.19031
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_25_656.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_25_656.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_25_656.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_25_730.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_25_730.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_25_730.jpg,0,1,0,30.19031
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_25_807.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_25_807.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_25_807.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_25_886.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_25_886.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_25_886.jpg,0,1,0,30.1903
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_25_967.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_25_967.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_25_967.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_26_043.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_26_043.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_26_043.jpg,-0.15,1,0,30.18424
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_26_120.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_26_120.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_26_120.jpg,-0.3,1,0,30.16927
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_26_198.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_26_198.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_26_198.jpg,0,1,0,30.17919
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_26_273.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_26_273.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_26_273.jpg,0,1,0,30.18878
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_26_350.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_26_350.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_26_350.jpg,0,1,0,30.18999
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_26_420.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_26_420.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_26_420.jpg,0,1,0,30.1902
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_26_494.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_26_494.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_26_494.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_26_565.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_26_565.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_26_565.jpg,0,1,0,30.1903
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_26_637.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_26_637.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_26_637.jpg,0,1,0,30.19031
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_26_709.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_26_709.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_26_709.jpg,0,1,0,30.19031
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_26_781.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_26_781.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_26_781.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_26_852.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_26_852.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_26_852.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_26_926.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_26_926.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_26_926.jpg,0,1,0,30.19031
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_26_997.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_26_997.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_26_997.jpg,0,1,0,30.1903
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_27_067.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_27_067.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_27_067.jpg,0,1,0,30.19028
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_27_137.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_27_137.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_27_137.jpg,0,1,0,30.19032
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_27_210.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_27_210.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_27_210.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_27_285.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_27_285.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_27_285.jpg,0,1,0,30.19031
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_27_355.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_27_355.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_27_355.jpg,0,1,0,30.19032
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_27_429.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_27_429.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_27_429.jpg,0,1,0,30.1903
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_27_503.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_27_503.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_27_503.jpg,0,1,0,30.19032
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_27_580.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_27_580.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_27_580.jpg,0,1,0,30.19042
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_27_660.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_27_660.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_27_660.jpg,0,1,0,30.1903
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_27_737.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_27_737.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_27_737.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_27_815.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_27_815.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_27_815.jpg,0,1,0,30.19028
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_27_893.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_27_893.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_27_893.jpg,0,1,0,30.1903
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_27_973.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_27_973.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_27_973.jpg,0,1,0,30.1903
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_28_050.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_28_050.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_28_050.jpg,0,1,0,30.19032
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_28_128.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_28_128.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_28_128.jpg,0,1,0,30.19031
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_28_206.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_28_206.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_28_206.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_28_284.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_28_284.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_28_284.jpg,0,1,0,30.19031
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_28_363.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_28_363.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_28_363.jpg,0,1,0,30.19031
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_28_442.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_28_442.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_28_442.jpg,0,1,0,30.19028
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_28_520.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_28_520.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_28_520.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_28_599.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_28_599.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_28_599.jpg,0,1,0,30.19033
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_28_676.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_28_676.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_28_676.jpg,0,1,0,30.1903
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_28_754.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_28_754.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_28_754.jpg,0,1,0,30.1903
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_28_829.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_28_829.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_28_829.jpg,0,1,0,30.19032
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_28_904.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_28_904.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_28_904.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_28_975.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_28_975.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_28_975.jpg,0,1,0,30.19056
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_29_054.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_29_054.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_29_054.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_29_130.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_29_130.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_29_130.jpg,-0.1,1,0,30.18769
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_29_205.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_29_205.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_29_205.jpg,-0.3,1,0,30.16927
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_29_275.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_29_275.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_29_275.jpg,0,1,0,30.1888
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_29_350.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_29_350.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_29_350.jpg,0,1,0,30.1901
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_29_428.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_29_428.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_29_428.jpg,0,1,0,30.19027
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_29_499.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_29_499.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_29_499.jpg,0,1,0,30.1903
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_29_571.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_29_571.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_29_571.jpg,0,1,0,30.19034
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_29_639.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_29_639.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_29_639.jpg,0,1,0,30.19032
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_29_714.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_29_714.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_29_714.jpg,0,1,0,30.19032
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_29_789.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_29_789.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_29_789.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_29_866.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_29_866.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_29_866.jpg,0,1,0,30.19029
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_29_941.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_29_941.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_29_941.jpg,0,1,0,30.19034
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_30_017.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_30_017.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_30_017.jpg,0,1,0,30.19031
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_30_088.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_30_088.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_30_088.jpg,-0.15,1,0,30.18421
E:\racing team\car task\data\IMG\center_2023_09_20_22_11_30_162.jpg,E:\racing team\car task\data\IMG\left_2023_09_20_22_11_30_162.jpg,E:\racing team\car task\data\IMG\right_2023_09_20_22_11_30_162.jpg,-0.3,1,0,30.16922
